Date,Open,High,Low,Close,Volume,MA50,MA200,Daily_Return,Volatility_30d,Volatility_Annualized,MA20,BB_Upper,BB_Lower
2020-09-04,233.70545696266916,237.0890895260252,219.1003704145754,231.64349365234372,602697000,217.90086459350584,177.24838695144652,-0.02033068089317247,0.02342317914356654,0.3718314415703517,228.23208145141598,251.5360697949015,204.92809310793047
2020-09-08,222.40729779604007,231.0752227531626,220.8857686653945,223.932080078125,437719300,218.5934815673828,177.65090969467164,-0.03329000721165165,0.024123694095545798,0.38295177168606853,228.56468627929684,251.39559533134948,205.7337772272442
2020-09-09,228.93381847793623,231.09611484330856,221.92176844705205,225.37332458496093,349723400,219.26912286376952,178.0546024131775,0.006436078771443032,0.02389731049183884,0.3793580433882012,229.2766255187988,250.66120959760696,207.89204143999063
2020-09-10,227.36820859466928,229.36956323161436,217.5836450041973,218.45882720947264,352967300,219.72692309570314,178.42387408065798,-0.030680194243137504,0.02468394392309716,0.3918454619806749,229.43063110351562,250.43476891867286,208.4264932883584
2020-09-11,220.5814552875408,222.6137833752203,214.68418946288884,217.45538330078125,337395400,219.9724955444336,178.7789843940735,-0.004593286165219701,0.024706040729418465,0.3921962379064445,229.4383204650879,250.4238666789741,208.45277425120173
2020-09-14,219.2909550855857,222.7286328239224,214.97594237517325,216.66215972900392,304855000,220.24576074218749,179.13298563766477,-0.003647753206827531,0.023971272408067897,0.3805321524091925,229.40691627502437,250.47074032669613,208.3430922233526
2020-09-15,220.2083849098032,224.38367505786132,218.21367580518336,222.6832656860352,311929500,220.4957640991211,179.5087463417053,0.027790297874637382,0.02446004977034004,0.3882912524914938,229.6606157684326,250.2428673751289,209.0783641617363
2020-09-16,222.71432207108847,225.01319290485355,216.2982735456777,216.8143569946289,300629300,220.64312655639648,179.85821811294556,-0.026355409659210682,0.02490861149706482,0.39541194915094674,229.41995307922366,250.50413003694837,208.33577612149895
2020-09-17,212.6134989990885,214.71398560572396,207.83073001348947,211.06092071533203,383661700,220.59877404785155,180.18798534774783,-0.02653623292778251,0.025368559994532705,0.4027134051921338,228.9926777648926,251.22908438396522,206.75627114581997
2020-09-18,212.48931582262716,214.2490110481752,205.3825213135852,208.9809585571289,562861400,220.4643519592285,180.513485244751,-0.009854795246574732,0.02487826767745374,0.3949302559478344,228.20470954895018,252.12846104658988,204.28095805131048
